iris.data.txt,2,37.500,22.000,32.000,26.000,3.674
iris.data.txt,3,37.500,31.000,38.000,35.250,2.681
iris.data.txt,4,37.500,32.000,39.000,35.000,2.739
iris.data.txt,5,37.500,32.000,38.000,34.750,2.385
iris.data.txt,6,37.500,32.000,38.000,34.750,2.385
iris.data.txt,7,37.500,31.000,38.000,35.250,2.681
iris.data.txt,8,37.500,33.000,39.000,36.000,2.236
iris.data.txt,9,37.500,33.000,38.000,35.750,1.920
iris.data.txt,10,37.500,33.000,39.000,35.750,2.165
iris.data.txt,11,37.500,33.000,39.000,35.750,2.165
iris.data.txt,12,37.500,33.000,39.000,35.750,2.165
iris.data.txt,13,37.500,33.000,39.000,35.750,2.165
iris.data.txt,14,37.500,33.000,39.000,35.750,2.165
iris.data.txt,15,37.500,33.000,39.000,35.750,2.165
iris.data.txt,16,37.500,33.000,39.000,35.750,2.165
iris.data.txt,17,37.500,33.000,39.000,35.750,2.165
bupa.data.txt,2,86.250,42.000,53.000,48.500,4.031
bupa.data.txt,3,86.250,43.000,51.000,48.000,3.082
bupa.data.txt,4,86.250,39.000,49.000,45.250,3.767
bupa.data.txt,5,86.250,41.000,57.000,48.500,5.679
bupa.data.txt,6,86.250,45.000,58.000,49.250,5.117
bupa.data.txt,7,86.250,44.000,53.000,50.250,3.700
bupa.data.txt,8,86.250,45.000,56.000,51.250,3.961
bupa.data.txt,9,86.250,48.000,58.000,52.000,3.742
bupa.data.txt,10,86.250,49.000,59.000,53.250,4.023
bupa.data.txt,11,86.250,49.000,60.000,53.000,4.183
bupa.data.txt,12,86.250,50.000,61.000,53.750,4.265
bupa.data.txt,13,86.250,50.000,59.000,53.000,3.536
bupa.data.txt,14,86.250,50.000,57.000,52.250,2.773
bupa.data.txt,15,86.250,50.000,57.000,52.500,2.693
bupa.data.txt,16,86.250,49.000,57.000,52.250,2.947
bupa.data.txt,17,86.250,49.000,57.000,52.250,2.947
pima.data.txt,2,192.000,117.000,126.000,123.000,3.674
pima.data.txt,3,192.000,123.000,137.000,131.750,5.262
pima.data.txt,4,192.000,128.000,136.000,132.250,3.031
pima.data.txt,5,192.000,125.000,138.000,131.000,4.950
pima.data.txt,6,192.000,127.000,136.000,131.750,3.832
pima.data.txt,7,192.000,124.000,136.000,130.250,5.309
pima.data.txt,8,192.000,127.000,134.000,130.500,3.500
pima.data.txt,9,192.000,126.000,134.000,130.500,3.202
pima.data.txt,10,192.000,126.000,135.000,130.750,3.491
pima.data.txt,11,192.000,125.000,134.000,130.000,3.391
pima.data.txt,12,192.000,125.000,134.000,130.250,3.562
pima.data.txt,13,192.000,125.000,134.000,130.250,3.562
pima.data.txt,14,192.000,125.000,134.000,130.250,3.562
pima.data.txt,15,192.000,125.000,134.000,130.250,3.562
pima.data.txt,16,192.000,125.000,134.000,130.250,3.562
pima.data.txt,17,192.000,125.000,134.000,130.250,3.562
haberman.data.txt,2,76.500,54.000,57.000,55.250,1.090
haberman.data.txt,3,76.500,55.000,57.000,55.750,0.829
haberman.data.txt,4,76.500,53.000,58.000,55.500,2.062
haberman.data.txt,5,76.500,52.000,56.000,54.750,1.639
haberman.data.txt,6,76.500,53.000,57.000,55.250,1.479
haberman.data.txt,7,76.500,55.000,59.000,57.000,1.581
haberman.data.txt,8,76.500,51.000,55.000,53.500,1.658
haberman.data.txt,9,76.500,52.000,55.000,53.500,1.118
haberman.data.txt,10,76.500,47.000,55.000,51.750,2.947
haberman.data.txt,11,76.500,47.000,54.000,51.250,2.586
haberman.data.txt,12,76.500,50.000,54.000,52.000,1.414
haberman.data.txt,13,76.500,51.000,54.000,52.500,1.118
haberman.data.txt,14,76.500,48.000,54.000,51.750,2.278
haberman.data.txt,15,76.500,49.000,53.000,51.000,1.414
haberman.data.txt,16,76.500,47.000,53.000,50.750,2.278
haberman.data.txt,17,76.500,47.000,53.000,50.750,2.278
wdbc.data.txt,2,142.250,87.000,94.000,91.250,2.681
wdbc.data.txt,3,142.250,90.000,95.000,93.000,1.871
wdbc.data.txt,4,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,5,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,6,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,7,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,8,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,9,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,10,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,11,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,12,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,13,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,14,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,15,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,16,142.250,90.000,96.000,93.250,2.165
wdbc.data.txt,17,142.250,90.000,96.000,93.250,2.165
thyroid.data.txt,2,53.750,41.000,45.000,43.250,1.785
thyroid.data.txt,3,53.750,44.000,50.000,47.000,2.236
thyroid.data.txt,4,53.750,48.000,50.000,49.250,0.829
thyroid.data.txt,5,53.750,44.000,51.000,48.250,2.681
thyroid.data.txt,6,53.750,48.000,51.000,49.750,1.299
thyroid.data.txt,7,53.750,49.000,52.000,50.000,1.225
thyroid.data.txt,8,53.750,48.000,53.000,50.500,2.062
thyroid.data.txt,9,53.750,47.000,52.000,50.000,2.121
thyroid.data.txt,10,53.750,47.000,54.000,50.750,2.861
thyroid.data.txt,11,53.750,47.000,53.000,50.500,2.598
thyroid.data.txt,12,53.750,48.000,54.000,51.000,2.550
thyroid.data.txt,13,53.750,48.000,54.000,51.500,2.291
thyroid.data.txt,14,53.750,48.000,54.000,51.500,2.291
thyroid.data.txt,15,53.750,48.000,54.000,51.500,2.291
thyroid.data.txt,16,53.750,48.000,54.000,51.750,2.487
thyroid.data.txt,17,53.750,48.000,54.000,51.500,2.598
wine.data.txt,2,44.500,14.000,23.000,17.750,3.562
wine.data.txt,3,44.500,15.000,23.000,19.250,3.031
wine.data.txt,4,44.500,15.000,23.000,19.250,3.031
wine.data.txt,5,44.500,15.000,23.000,19.250,3.031
wine.data.txt,6,44.500,15.000,23.000,19.250,3.031
wine.data.txt,7,44.500,15.000,23.000,19.250,3.031
wine.data.txt,8,44.500,15.000,23.000,19.250,3.031
wine.data.txt,9,44.500,15.000,23.000,19.250,3.031
wine.data.txt,10,44.500,15.000,23.000,19.250,3.031
wine.data.txt,11,44.500,15.000,23.000,19.250,3.031
wine.data.txt,12,44.500,15.000,23.000,19.250,3.031
wine.data.txt,13,44.500,15.000,23.000,19.250,3.031
wine.data.txt,14,44.500,15.000,23.000,19.250,3.031
wine.data.txt,15,44.500,15.000,23.000,19.250,3.031
wine.data.txt,16,44.500,15.000,23.000,19.250,3.031
wine.data.txt,17,44.500,15.000,23.000,19.250,3.031
